city_name,magnitude_of_delay,delay_in_seconds,affected_roads,record_date,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_precipitation,avg_rain,incidents,record_date_month,record_date_day,record_date_hour,dayYear,record_date_isWeekend,record_date_day_sin,record_date_day_cos,record_date_hour_sin,record_date_hour_cos,jogoGuimaraes,confinamento,N101,R206,N105,N206,N309,IC5,N310,EM579,N207-4,Affected_Count
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-07-27 20:00:00,2,0.6470588235294118,0.514285714285716,0.648936170212766,0.0,0.0,0,0,7,27,20,208,0,-0.72479278722912,0.6889669190756865,-0.8660254037844386,0.5000000000000001,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-11-24 12:00:00,2,0.29411764705882354,0.571428571428573,0.7446808510638298,2.0,0.0,0,0,11,24,12,328,0,-0.9884683243281114,0.15142777750457667,1.2246467991473532e-16,-1.0,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,",",2021-03-19 08:00:00,2,0.1764705882352941,0.6571428571428584,0.574468085106383,0.0,0.0,0,0,3,19,8,78,0,-0.651372482722222,-0.7587581226927911,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,633,"N101,N101,N101,N101,N105,N101,N101",2021-11-06 20:00:00,0,0.23529411764705882,0.9428571428571431,0.6276595744680851,1.0,0.0,0,2,11,6,20,310,1,0.9377521321470804,0.3473052528448203,-0.8660254037844386,0.5000000000000001,1,0,6,0,1,0,0,0,0,0,0,7
Guimaraes,1.0,167,"N101,N101,N101,N101,N101,",2021-11-01 13:00:00,2,0.4411764705882353,0.5428571428571445,0.648936170212766,0.0,0.0,0,1,11,1,13,305,0,0.20129852008866006,0.9795299412524945,-0.2588190451025208,-0.9659258262890683,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,121,",",2021-01-20 10:00:00,2,0.29411764705882354,0.17142857142857082,0.9042553191489362,2.0,0.0,2,2,1,20,10,20,0,-0.7907757369376986,-0.6121059825476627,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,"N101,N101,N101",2021-10-16 19:00:00,0,0.47058823529411764,0.6000000000000014,0.8191489361702128,0.0,0.0,0,0,10,16,19,289,1,-0.10116832198743204,-0.9948693233918952,-0.9659258262890684,0.2588190451025203,0,0,3,0,0,0,0,0,0,0,0,3
Guimaraes,1.0,0,",",2021-03-06 01:00:00,0,0.29411764705882354,0.6000000000000014,0.8085106382978723,1.0,0.0,0,0,3,6,1,65,1,0.9377521321470804,0.3473052528448203,0.25881904510252074,0.9659258262890683,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,2.0,1364,"N101,N101,N101,N101,N101,N101,N101,N101",2021-11-13 12:00:00,2,0.5294117647058824,0.6571428571428584,0.574468085106383,0.0,0.0,0,3,11,13,12,317,1,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,0,0,8,0,0,0,0,0,0,0,0,8
Guimaraes,2.0,2186,"N101,N101,N101,N101,N101,N101,N101,N101",2021-11-20 11:00:00,2,0.4117647058823529,0.6571428571428584,0.6170212765957447,1.0,0.0,0,3,11,20,11,324,1,-0.7907757369376986,-0.6121059825476627,0.258819045102521,-0.9659258262890682,0,0,8,0,0,0,0,0,0,0,0,8
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-10-08 03:00:00,0,0.4117647058823529,0.6285714285714299,0.5851063829787234,1.0,0.0,0,0,10,8,3,281,0,0.9987165071710528,-0.05064916883871264,0.7071067811865475,0.7071067811865476,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-12-12 08:00:00,2,0.14705882352941174,0.8000000000000007,0.8723404255319149,2.0,0.0,0,0,12,12,8,346,1,0.6513724827222223,-0.7587581226927909,0.8660254037844387,-0.4999999999999998,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,463,",",2021-02-02 15:00:00,2,0.32352941176470584,0.45714285714285907,0.9148936170212766,3.0,0.0,0,1,2,2,15,33,0,0.39435585511331855,0.9189578116202306,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,612,"N101,N101,N101,N101,N101,N101,N101,N101,",2021-04-05 10:00:00,2,0.47058823529411764,0.571428571428573,0.648936170212766,1.0,0.0,0,4,4,5,10,95,0,0.8486442574947509,0.5289640103269624,0.49999999999999994,-0.8660254037844387,0,0,8,0,0,0,0,0,0,0,0,8
Guimaraes,1.0,0,",",2021-12-27 07:00:00,0,0.32352941176470584,0.45714285714285907,0.9361702127659575,0.0,0.0,0,0,12,27,7,361,0,-0.72479278722912,0.6889669190756865,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-04-25 07:00:00,2,0.3529411764705882,0.3142857142857167,0.9042553191489362,2.0,0.0,1,3,4,25,7,115,1,-0.9377521321470804,0.3473052528448203,0.9659258262890683,-0.25881904510252063,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-04-18 05:00:00,0,0.23529411764705882,0.6285714285714299,0.6382978723404256,1.0,0.0,0,3,4,18,5,108,1,-0.4853019625310808,-0.8743466161445822,0.9659258262890683,0.25881904510252074,0,1,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-11-13 07:00:00,1,0.20588235294117646,0.6571428571428584,0.7446808510638298,2.0,0.0,0,0,11,13,7,317,1,0.48530196253108104,-0.8743466161445821,0.9659258262890683,-0.25881904510252063,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-06-25 21:00:00,0,0.5294117647058824,0.5428571428571445,0.5319148936170213,0.0,0.0,0,2,6,25,21,176,0,-0.9377521321470804,0.3473052528448203,-0.7071067811865477,0.7071067811865474,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,64,,2021-01-22 09:00:00,2,0.20588235294117646,0.4285714285714306,0.9042553191489362,4.0,0.0,0,2,1,22,9,22,0,-0.9680771188662041,-0.2506525322587213,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,",",2021-03-04 20:00:00,0,0.3529411764705882,0.48571428571428754,0.9361702127659575,0.0,0.0,0,0,3,4,20,63,0,0.7247927872291199,0.6889669190756866,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-06-03 17:00:00,2,0.5,0.6285714285714299,0.5212765957446809,0.0,0.0,0,3,6,3,17,154,0,0.5712682150947923,0.8207634412072763,-0.9659258262890683,-0.25881904510252063,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-04-30 21:00:00,0,0.29411764705882354,0.4285714285714306,0.7021276595744681,2.0,0.0,0,3,4,30,21,120,0,-0.20129852008866114,0.9795299412524943,-0.7071067811865477,0.7071067811865474,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-12-16 03:00:00,0,0.20588235294117646,0.8000000000000007,0.5319148936170213,2.0,0.0,0,0,12,16,3,350,0,-0.10116832198743204,-0.9948693233918952,0.7071067811865475,0.7071067811865476,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101",2021-12-01 16:00:00,2,0.2647058823529412,0.6571428571428584,0.925531914893617,0.0,0.0,0,0,12,1,16,335,1,0.20129852008866006,0.9795299412524945,-0.8660254037844384,-0.5000000000000004,0,0,2,0,0,0,0,0,0,0,0,2
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-11-18 03:00:00,0,0.2647058823529412,0.7428571428571438,0.6276595744680851,4.0,0.0,0,0,11,18,3,322,0,-0.4853019625310808,-0.8743466161445822,0.7071067811865475,0.7071067811865476,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-10-24 09:00:00,2,0.38235294117647056,0.7428571428571438,0.7340425531914894,0.0,0.0,0,0,10,24,9,297,1,-0.9884683243281114,0.15142777750457667,0.7071067811865476,-0.7071067811865475,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-06-30 01:00:00,0,0.32352941176470584,0.6000000000000014,0.8936170212765957,0.0,0.0,0,2,6,30,1,181,0,-0.20129852008866114,0.9795299412524943,0.25881904510252074,0.9659258262890683,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,2.0,6372,"N101,N101,N101,N101,N101,N101,N101,N101,N206,N105,N101,N101,N105,N105,N101,N101,N101,N101,R206,N101,N101,N105",2021-04-19 18:00:00,2,0.4411764705882353,0.571428571428573,0.43617021276595747,0.0,0.0,0,4,4,19,18,109,0,-0.651372482722222,-0.7587581226927911,-1.0,-1.8369701987210297e-16,0,0,16,1,4,1,0,0,0,0,0,22
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-11-15 00:00:00,0,0.20588235294117646,0.6571428571428584,0.5212765957446809,1.0,0.0,0,0,11,15,0,319,0,0.10116832198743272,-0.994869323391895,0.0,1.0,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-12-20 04:00:00,0,0.32352941176470584,0.571428571428573,0.7127659574468085,2.0,0.0,0,0,12,20,4,354,0,-0.7907757369376986,-0.6121059825476627,0.8660254037844386,0.5000000000000001,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-07-22 23:00:00,0,0.4411764705882353,0.5428571428571445,0.9042553191489362,0.0,0.0,0,0,7,22,23,203,0,-0.9680771188662041,-0.2506525322587213,-0.25881904510252157,0.9659258262890681,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101",2021-11-27 23:00:00,0,0.08823529411764705,0.6857142857142868,0.8085106382978723,0.0,0.0,0,0,11,27,23,331,1,-0.72479278722912,0.6889669190756865,-0.25881904510252157,0.9659258262890681,0,0,2,0,0,0,0,0,0,0,0,2
Guimaraes,2.0,12506,"N101,N101,N206,R206,N206,N101,N105,N206,N309,N101,N101,N101,N101,N101,N105,N206,N101,N101,N101,N101,N101,N206,R206,N101,N101,N101,N206,R206,N105,N101,N101,N101,N105,N105,N101,N101",2021-12-17 18:00:00,0,0.29411764705882354,0.8000000000000007,0.5957446808510638,2.0,0.0,0,4,12,17,18,351,0,-0.2993631229733582,-0.9541392564000488,-1.0,-1.8369701987210297e-16,0,0,21,3,5,6,1,0,0,0,0,36
Guimaraes,1.0,84,"N101,N101,N101,N105,N101,N101",2021-10-31 03:00:00,0,0.47058823529411764,0.28571428571428825,0.925531914893617,0.0,0.0,0,1,10,31,3,304,1,-2.4492935982947064e-16,1.0,0.7071067811865475,0.7071067811865476,0,0,5,0,1,0,0,0,0,0,0,6
Guimaraes,1.0,0,",",2021-01-21 03:00:00,0,0.2647058823529412,0.40000000000000213,0.9042553191489362,0.0,0.0,0,1,1,21,3,21,0,-0.8978045395707417,-0.44039415155763423,0.7071067811865475,0.7071067811865476,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,",",2021-12-26 20:00:00,0,0.3529411764705882,0.3142857142857167,0.9361702127659575,0.0,0.0,0,0,12,26,20,360,1,-0.848644257494751,0.5289640103269624,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,210,"N101,N101,N101,N101,N101,N105,N101,",2021-05-12 13:00:00,2,0.38235294117647056,0.6857142857142868,0.7553191489361702,5.0,0.0,0,4,5,12,13,132,0,0.6513724827222223,-0.7587581226927909,-0.2588190451025208,-0.9659258262890683,0,0,6,0,1,0,0,0,0,0,0,7
Guimaraes,1.0,160,"N101,N101,N101,N101,N101",2021-11-01 17:00:00,1,0.3529411764705882,0.5428571428571445,0.776595744680851,3.0,0.0,0,1,11,1,17,305,0,0.20129852008866006,0.9795299412524945,-0.9659258262890683,-0.25881904510252063,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-07-12 05:00:00,0,0.3529411764705882,0.6285714285714299,0.8297872340425532,1.0,0.0,0,0,7,12,5,193,0,0.6513724827222223,-0.7587581226927909,0.9659258262890683,0.25881904510252074,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-07-19 21:00:00,0,0.47058823529411764,0.514285714285716,0.8617021276595744,2.0,0.0,0,0,7,19,21,200,0,-0.651372482722222,-0.7587581226927911,-0.7071067811865477,0.7071067811865474,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-10-10 22:00:00,0,0.5294117647058824,0.6285714285714299,0.3829787234042553,2.0,0.0,0,0,10,10,22,283,1,0.8978045395707416,-0.4403941515576344,-0.5000000000000004,0.8660254037844384,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,",",2021-12-14 00:00:00,0,0.2647058823529412,0.7714285714285722,0.8085106382978723,2.0,0.0,0,0,12,14,0,348,0,0.29936312297335804,-0.9541392564000488,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-11-03 03:00:00,0,0.1764705882352941,0.40000000000000213,0.9361702127659575,0.0,0.0,0,0,11,3,3,307,0,0.5712682150947923,0.8207634412072763,0.7071067811865475,0.7071067811865476,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-09-28 02:00:00,0,0.4117647058823529,0.7142857142857153,0.925531914893617,0.0,0.0,0,0,9,28,2,271,0,-0.5712682150947924,0.8207634412072763,0.49999999999999994,0.8660254037844387,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-07-21 23:00:00,0,0.47058823529411764,0.6285714285714299,0.8723404255319149,0.0,0.0,0,0,7,21,23,202,0,-0.8978045395707417,-0.44039415155763423,-0.25881904510252157,0.9659258262890681,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-07-03 07:00:00,2,0.47058823529411764,0.6285714285714299,0.9148936170212766,0.0,0.0,0,0,7,3,7,184,1,0.5712682150947923,0.8207634412072763,0.9659258262890683,-0.25881904510252063,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-12-16 02:00:00,0,0.29411764705882354,0.8000000000000007,0.5212765957446809,2.0,0.0,0,0,12,16,2,350,0,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-04-21 05:00:00,0,0.2647058823529412,0.4285714285714306,0.9042553191489362,0.0,0.0,0,3,4,21,5,111,0,-0.8978045395707417,-0.44039415155763423,0.9659258262890683,0.25881904510252074,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,361,"N101,N101,N101,N101,N101,",2021-10-23 20:00:00,0,0.38235294117647056,0.7142857142857153,0.7659574468085106,0.0,0.0,0,1,10,23,20,296,1,-0.9987165071710528,-0.05064916883871355,-0.8660254037844386,0.5000000000000001,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-09-30 21:00:00,0,0.47058823529411764,0.7428571428571438,0.7553191489361702,0.0,0.0,0,0,9,30,21,273,0,-0.20129852008866114,0.9795299412524943,-0.7071067811865477,0.7071067811865474,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,",",2021-01-18 10:00:00,2,0.29411764705882354,0.8571428571428577,0.6382978723404256,4.0,0.0,0,0,1,18,10,18,0,-0.4853019625310808,-0.8743466161445822,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,2.0,2230,"N101,N105,N101,N101,N101,N105,N101,N101,N101",2021-10-12 08:00:00,2,0.4411764705882353,0.6000000000000014,0.425531914893617,2.0,0.0,0,4,10,12,8,285,0,0.6513724827222223,-0.7587581226927909,0.8660254037844387,-0.4999999999999998,0,0,7,0,2,0,0,0,0,0,0,9
Guimaraes,1.0,240,"N101,N101,N101,N101,N101",2021-09-17 11:00:00,2,0.5882352941176471,0.6000000000000014,0.5531914893617021,1.0,0.0,0,1,9,17,11,260,0,-0.2993631229733582,-0.9541392564000488,0.258819045102521,-0.9659258262890682,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,274,"N101,N101,N101,N101,N101,",2021-05-06 10:00:00,2,0.4411764705882353,0.6571428571428584,0.8085106382978723,1.0,0.0,0,4,5,6,10,126,0,0.9377521321470804,0.3473052528448203,0.49999999999999994,-0.8660254037844387,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-10-02 14:00:00,2,0.5,0.514285714285716,0.9148936170212766,0.0,0.0,0,0,10,2,14,275,1,0.39435585511331855,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-12-28 09:00:00,2,0.3529411764705882,0.7142857142857153,0.9361702127659575,1.0,0.0,0,0,12,28,9,362,0,-0.5712682150947924,0.8207634412072763,0.7071067811865476,-0.7071067811865475,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-06-05 04:00:00,0,0.29411764705882354,0.7142857142857153,0.5957446808510638,2.0,0.0,0,3,6,5,4,156,1,0.8486442574947509,0.5289640103269624,0.8660254037844386,0.5000000000000001,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-06-17 22:00:00,0,0.4117647058823529,0.4285714285714306,0.9148936170212766,0.0,0.0,0,2,6,17,22,168,0,-0.2993631229733582,-0.9541392564000488,-0.5000000000000004,0.8660254037844384,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-06-26 13:00:00,2,0.6176470588235294,0.5428571428571445,0.5957446808510638,0.0,0.0,0,0,6,26,13,177,1,-0.848644257494751,0.5289640103269624,-0.2588190451025208,-0.9659258262890683,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,111,"N101,N101,N101,N101,N101,",2021-04-28 14:00:00,2,0.4117647058823529,0.25714285714285623,0.8191489361702128,0.0,0.0,0,3,4,28,14,118,0,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,2.0,1842,"N105,N101,N101,N105,N105,N105,N101,N101,N101,N101,",2021-05-05 19:00:00,2,0.5,0.6000000000000014,0.6063829787234043,4.0,0.0,0,4,5,5,19,125,0,0.8486442574947509,0.5289640103269624,-0.9659258262890684,0.2588190451025203,0,0,6,0,4,0,0,0,0,0,0,10
Guimaraes,1.0,180,"N101,N101,N101,N101,N101,N101",2021-07-02 07:00:00,2,0.38235294117647056,0.6000000000000014,0.9148936170212766,0.0,0.0,0,3,7,2,7,183,0,0.39435585511331855,0.9189578116202306,0.9659258262890683,-0.25881904510252063,0,0,6,0,0,0,0,0,0,0,0,6
Guimaraes,1.0,1140,"N101,N101,N101,N101,N101,N101,N101",2021-11-19 11:00:00,2,0.38235294117647056,0.7142857142857153,0.5851063829787234,1.0,0.0,0,2,11,19,11,323,0,-0.651372482722222,-0.7587581226927911,0.258819045102521,-0.9659258262890682,0,0,7,0,0,0,0,0,0,0,0,7
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-03-31 05:00:00,0,0.47058823529411764,0.48571428571428754,0.4148936170212766,3.0,0.0,0,2,3,31,5,90,0,-2.4492935982947064e-16,1.0,0.9659258262890683,0.25881904510252074,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,42,"N101,N101,N101,N105,N101,N101",2021-09-20 21:00:00,0,0.5294117647058824,0.7142857142857153,0.5638297872340425,3.0,0.0,0,1,9,20,21,263,0,-0.7907757369376986,-0.6121059825476627,-0.7071067811865477,0.7071067811865474,0,0,5,0,1,0,0,0,0,0,0,6
Guimaraes,1.0,223,,2021-01-29 08:00:00,2,0.29411764705882354,0.7142857142857153,0.9148936170212766,1.0,0.0,0,3,1,29,8,29,0,-0.3943558551133187,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-04-22 05:00:00,0,0.29411764705882354,0.37142857142857366,0.9042553191489362,1.0,0.0,0,3,4,22,5,112,0,-0.9680771188662041,-0.2506525322587213,0.9659258262890683,0.25881904510252074,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,"N101,N101,N101,N101,N101,",2021-04-25 01:00:00,0,0.3529411764705882,0.37142857142857366,0.9042553191489362,1.0,0.0,0,3,4,25,1,115,1,-0.9377521321470804,0.3473052528448203,0.25881904510252074,0.9659258262890683,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,2.0,80,,2021-12-24 21:00:00,0,0.29411764705882354,0.1999999999999993,0.9148936170212766,0.0,0.0,0,0,12,24,21,358,1,-0.9884683243281114,0.15142777750457667,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,174,"N101,N101,N101,N101,N101",2021-11-30 11:00:00,2,0.29411764705882354,0.8571428571428577,0.7659574468085106,1.0,0.0,0,2,11,30,11,334,0,-0.20129852008866114,0.9795299412524943,0.258819045102521,-0.9659258262890682,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,2.0,1845,"N101,N101,N101,N101,N101,N101,N101,N101,N101",2021-10-16 12:00:00,2,0.5,0.6000000000000014,0.723404255319149,1.0,0.0,0,3,10,16,12,289,1,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,0,0,9,0,0,0,0,0,0,0,0,9
Guimaraes,2.0,356,"N101,N101,N101,N101,N101,N101,N101,N101",2021-11-10 20:00:00,0,0.3529411764705882,0.6285714285714299,0.7340425531914894,0.0,0.0,0,2,11,10,20,314,0,0.8978045395707416,-0.4403941515576344,-0.8660254037844386,0.5000000000000001,0,0,8,0,0,0,0,0,0,0,0,8
Guimaraes,2.0,2916,"N101,N101,N101,N105,N105,N105,N105,N101,N101,N105,N105,N105,N101,N101",2021-11-15 09:00:00,2,0.32352941176470584,0.6857142857142868,0.6382978723404256,0.0,0.0,0,4,11,15,9,319,0,0.10116832198743272,-0.994869323391895,0.7071067811865476,-0.7071067811865475,0,0,7,0,7,0,0,0,0,0,0,14
Guimaraes,1.0,0,"N101,N101,N101,N101,N101",2021-09-17 00:00:00,0,0.47058823529411764,0.6285714285714299,0.8829787234042553,0.0,0.0,0,0,9,17,0,260,0,-0.2993631229733582,-0.9541392564000488,0.0,1.0,0,0,5,0,0,0,0,0,0,0,0,5
Guimaraes,1.0,0,",",2021-01-17 20:00:00,0,0.1764705882352941,0.8857142857142861,0.8617021276595744,1.0,0.0,0,1,1,17,20,17,1,-0.2993631229733582,-0.9541392564000488,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0
Guimaraes,1.0,0,"N101,N101,N101",2021-11-24 10:00:00,2,0.23529411764705882,0.571428571428573,0.6595744680851063,1.0,0.0,0,0,11,24,10,328,0,-0.9884683243281114,0.15142777750457667,0.49999999999999994,-0.8660254037844387,0,0,3,0,0,0,0,0,0,0,0,3
